Reference,Location,U-Pb (Ma)
62,Antartica,1317
62,Antartica,1295
62,Antartica,1302
62,Antartica,1300
62,Antartica,1303
62,Antartica,1279
62,Antartica,1283
62,Antartica,1261
62,Antartica,1313
62,Antartica,1307
62,Antartica,1299
62,Antartica,1285
62,Antartica,1306
63,Asia,3560
63,Asia,3497
63,Asia,3479
63,Asia,3361
63,Asia,1991
63,Asia,2986
63,Asia,2197
63,Asia,2442
63,Asia,2559
63,Asia,2296
63,Asia,1476
63,Asia,2580
63,Asia,2230
63,Asia,1447
63,Asia,2500
63,Asia,487
63,Asia,487
63,Asia,2644
63,Asia,2532
63,Asia,2126
63,Asia,487
63,Asia,487
63,Asia,2514
63,Asia,2378
63,Asia,1939
63,Asia,458
63,Asia,458
63,Asia,825
63,Asia,825
63,Asia,825
63,Asia,774
63,Asia,774
63,Asia,691
63,Asia,487
63,Asia,487
63,Asia,487
64,Asia,1557
64,Asia,1893
64,Asia,1557
64,Asia,1893
64,Asia,1557
64,Asia,1557
64,Asia,1893
64,Asia,1893
64,Asia,1557
64,Asia,1893
64,Asia,1893
64,Asia,1893
64,Asia,1893
64,Asia,1557
64,Asia,1557
64,Asia,1893
64,Asia,1893
64,Asia,1557
64,Asia,1557
64,Asia,1557
64,Asia,844
64,Asia,844
64,Asia,844
64,Asia,844
64,Asia,844
64,Asia,844
64,Asia,844
64,Asia,844
64,Asia,844
64,Asia,844
64,Asia,834
64,Asia,834
64,Asia,834
64,Asia,834
64,Asia,834
64,Asia,834
64,Asia,834
64,Asia,834
64,Asia,834
64,Asia,834
64,Asia,834
64,Asia,834
64,Asia,834
64,Asia,834
64,Asia,834
64,Asia,834
64,Asia,834
64,Asia,834
64,Asia,834
64,Asia,834
64,Asia,834
64,Asia,834
64,Asia,834
64,Asia,834
64,Asia,834
64,Asia,834
64,Asia,834
64,Asia,834
64,Asia,834
65,Europe,2651
65,Europe,2742
65,Europe,2789
65,Europe,2749
65,Europe,2390
65,Europe,2718
65,Europe,2367
65,Europe,2776
65,Europe,1968
65,Europe,2618
65,Europe,2746
65,Europe,1901
65,Europe,1899
65,Europe,2026
65,Europe,1939
65,Europe,1953
65,Europe,2036
65,Europe,2008
65,Europe,1936
65,Europe,1927
65,Europe,2050
65,Europe,2001
65,Europe,1931
65,Europe,1821
65,Europe,2006
65,Europe,2114
65,Europe,2004
65,Europe,2008
65,Europe,2026
65,Europe,2028
65,Europe,1799
65,Europe,2148
65,Europe,1766
65,Europe,2014
65,Europe,1579
65,Europe,1772
65,Europe,1797
65,Europe,1944
65,Europe,1526
65,Europe,1812
65,Europe,1593
65,Europe,1714
65,Europe,1588
65,Europe,1627
65,Europe,1532
65,Europe,1143
65,Europe,1340
65,Europe,1339
65,Europe,1197
65,Europe,1234
65,Europe,706
65,Europe,690
65,Europe,722
65,Europe,717
65,Europe,763
65,Europe,705
65,Europe,652
65,Europe,708
65,Europe,733
65,Europe,705
65,Europe,718
65,Europe,696
65,Europe,693
65,Europe,709
65,Europe,684
65,Europe,695
65,Europe,691
65,Europe,708
65,Europe,717
65,Europe,644
65,Europe,717
65,Europe,698
65,Europe,738
65,Europe,656
65,Europe,619
65,Europe,657
65,Europe,590
65,Europe,690
65,Europe,679
65,Europe,648
65,Europe,668
65,Europe,647
65,Europe,662
65,Europe,656
65,Europe,660
65,Europe,700
65,Europe,628
65,Europe,625
65,Europe,634
65,Europe,702
65,Europe,726
65,Europe,707
65,Europe,703
66,Europe,3563
66,Europe,3672
66,Europe,3601
66,Europe,3592
66,Europe,3495
66,Europe,3597
66,Europe,2949
66,Europe,3036
66,Europe,2691
66,Europe,2667
66,Europe,2589
66,Europe,2638
66,Europe,2721
66,Europe,2731
66,Europe,2676
66,Europe,2763
66,Europe,2594
66,Europe,2717
66,Europe,2781
66,Europe,3217
66,Europe,2940
66,Europe,3211
66,Europe,2722
66,Europe,2941
66,Europe,2731
66,Europe,3003
66,Europe,3007
66,Europe,2696
66,Europe,2707
66,Europe,2898
66,Europe,2674
66,Europe,2677
66,Europe,2721
66,Europe,2763
66,Europe,2961
66,Europe,2636
66,Europe,2859
66,Europe,2696
66,Europe,2703
66,Europe,2808
66,Europe,2835
66,Europe,2717
66,Europe,2675
66,Europe,2712
66,Europe,2618
66,Europe,2962
66,Europe,2797
66,Europe,2686
66,Europe,2737
66,Europe,2975
66,Europe,2723
66,Europe,2988
66,Europe,2743
66,Europe,2714
66,Europe,2836
66,Europe,2755
66,Europe,2809
66,Europe,2560
66,Europe,2703
66,Europe,2557
66,Europe,2825
66,Europe,2671
66,Europe,2728
66,Europe,2807
66,Europe,2775
66,Europe,2488
66,Europe,2763
66,Europe,2846
66,Europe,2756
66,Europe,2796
66,Europe,2778
66,Europe,2799
66,Europe,2757
66,Europe,2756
66,Europe,2826
66,Europe,2794
66,Europe,2758
66,Europe,2714
66,Europe,2745
66,Europe,2651
66,Europe,2665
66,Europe,2693
66,Europe,2762
66,Europe,2791
66,Europe,2708
66,Europe,2799
66,Europe,2736
66,Europe,2829
66,Europe,2655
66,Europe,2802
66,Europe,2727
66,Europe,2774
66,Europe,2790
66,Europe,2890
66,Europe,2759
66,Europe,2801
66,Europe,2835
66,Europe,2701
66,Europe,2872
66,Europe,2758
66,Europe,2812
66,Europe,2525
66,Europe,2527
66,Europe,2703
66,Europe,2796
66,Europe,2973
66,Europe,2829
66,Europe,2708
66,Europe,2763
66,Europe,2718
66,Europe,2777
66,Europe,2784
66,Europe,2826
66,Europe,2643
66,Europe,2770
66,Europe,2856
66,Europe,2870
66,Europe,2758
66,Europe,2665
66,Europe,2692
66,Europe,2905
66,Europe,2693
66,Europe,2778
66,Europe,2783
66,Europe,2604
66,Europe,2662
66,Europe,2730
66,Europe,2820
66,Europe,2683
66,Europe,2725
66,Europe,2941
66,Europe,2743
66,Europe,2747
66,Europe,2714
66,Europe,2717
66,Europe,2775
66,Europe,2789
66,Europe,2778
66,Europe,2685
66,Europe,2703
66,Europe,2782
66,Europe,2757
66,Europe,2682
66,Europe,2720
66,Europe,2801
66,Europe,1790
66,Europe,2857
66,Europe,2790
66,Europe,2570
66,Europe,2686
66,Europe,2748
66,Europe,2736
66,Europe,2280
66,Europe,2737
66,Europe,2729
66,Europe,2759
66,Europe,2794
66,Europe,2527
66,Europe,2785
66,Europe,2835
66,Europe,2715
66,Europe,2794
66,Europe,2682
66,Europe,2632
66,Europe,2768
66,Europe,2779
66,Europe,2629
66,Europe,2669
66,Europe,2770
66,Europe,2827
66,Europe,1820
66,Europe,2645
66,Europe,2811
66,Europe,2493
66,Europe,2495
66,Europe,2708
66,Europe,2777
66,Europe,2819
66,Europe,2764
66,Europe,2745
66,Europe,2814
66,Europe,2826
66,Europe,2646
66,Europe,2679
66,Europe,2714
66,Europe,2719
66,Europe,2794
66,Europe,2603
66,Europe,2534
66,Europe,2833
66,Europe,2667
66,Europe,2541
66,Europe,2647
66,Europe,2788
66,Europe,2603
66,Europe,2653
66,Europe,2727
66,Europe,2618
66,Europe,2704
66,Europe,2504
66,Europe,2705
66,Europe,2605
66,Europe,2534
66,Europe,2745
66,Europe,2572
66,Europe,2665
66,Europe,2719
66,Europe,2741
66,Europe,2787
66,Europe,2796
66,Europe,1986
66,Europe,2831
66,Europe,2496
66,Europe,2561
66,Europe,2640
66,Europe,2579
66,Europe,2784
66,Europe,2623
66,Europe,2436
66,Europe,2589
66,Europe,2677
66,Europe,2824
66,Europe,2616
66,Europe,2687
66,Europe,2703
66,Europe,1874
66,Europe,1843
66,Europe,2516
66,Europe,2747
66,Europe,2044
66,Europe,1616
66,Europe,2575
66,Europe,2670
66,Europe,2610
66,Europe,2789
66,Europe,1760
66,Europe,2727
66,Europe,2726
66,Europe,1823
66,Europe,2908
66,Europe,1814
66,Europe,1755
66,Europe,1873
66,Europe,1791
66,Europe,2333
66,Europe,2687
66,Europe,1788
66,Europe,1873
66,Europe,1936
66,Europe,1572
66,Europe,2300
66,Europe,1848
66,Europe,1779
66,Europe,1874
66,Europe,1730
66,Europe,1883
66,Europe,1899
66,Europe,1866
66,Europe,1788
66,Europe,1638
66,Europe,1714
66,Europe,1702
66,Europe,1859
66,Europe,1767
66,Europe,1882
66,Europe,1697
66,Europe,1328
66,Europe,1743
66,Europe,1905
66,Europe,1857
66,Europe,1872
66,Europe,1835
66,Europe,1751
66,Europe,1806
66,Europe,1801
66,Europe,1888
66,Europe,1791
66,Europe,1953
66,Europe,1855
66,Europe,1762
66,Europe,1776
66,Europe,1795
66,Europe,1778
66,Europe,1814
66,Europe,1825
66,Europe,1795
66,Europe,1747
66,Europe,1727
66,Europe,1843
66,Europe,1776
66,Europe,1789
66,Europe,1723
66,Europe,1734
66,Europe,1644
66,Europe,1775
66,Europe,1745
66,Europe,1749
66,Europe,1731
66,Europe,1772
66,Europe,1739
66,Europe,1725
66,Europe,1726
66,Europe,1727
66,Europe,1702
66,Europe,1681
66,Europe,1738
66,Europe,1627
66,Europe,1656
66,Europe,1649
66,Europe,1633
66,Europe,1676
66,Europe,1690
66,Europe,1594
66,Europe,1725
66,Europe,1652
66,Europe,1646
66,Europe,1632
66,Europe,1644
66,Europe,1316
66,Europe,1709
66,Europe,1590
66,Europe,1653
66,Europe,1601
66,Europe,1338
66,Europe,1639
66,Europe,1682
66,Europe,1367
66,Europe,1310
66,Europe,1480
66,Europe,1360
66,Europe,1337
66,Europe,1278
66,Europe,1116
66,Europe,1336
66,Europe,1305
66,Europe,1275
66,Europe,1302
66,Europe,1254
66,Europe,1115
66,Europe,1124
66,Europe,1311
66,Europe,1092
66,Europe,1107
66,Europe,1220
66,Europe,1051
66,Europe,1160
66,Europe,1139
66,Europe,1154
66,Europe,1173
66,Europe,1171
66,Europe,1079
66,Europe,1203
66,Europe,1053
66,Europe,1166
66,Europe,1181
66,Europe,1189
66,Europe,1117
66,Europe,1103
66,Europe,1189
66,Europe,1095
66,Europe,1194
66,Europe,1187
66,Europe,1222
66,Europe,1108
67,Asia,1741
67,Asia,1723
67,Asia,1405
67,Asia,833
67,Asia,1378
67,Asia,809
67,Asia,425
67,Asia,809
67,Asia,808
67,Asia,949
67,Asia,425
67,Asia,425
67,Asia,425
67,Asia,425
67,Asia,425
67,Asia,425
67,Asia,809
67,Asia,425
67,Asia,425
67,Asia,425
67,Asia,425
68,Asia,2344
68,Asia,1599
68,Asia,2335
68,Asia,2364
68,Asia,2340
68,Asia,1594
68,Asia,2363
68,Asia,1479
68,Asia,2204
68,Asia,1849
68,Asia,1794
68,Asia,2273
68,Asia,1785
68,Asia,1772
68,Asia,1919
68,Asia,2388
68,Asia,2501
68,Asia,1602
68,Asia,1681
68,Asia,1705
68,Asia,1375
68,Asia,1727
68,Asia,1987
68,Asia,1856
68,Asia,1879
68,Asia,1676
68,Asia,1668
68,Asia,1714
68,Asia,2101
68,Asia,1745
68,Asia,1714
68,Asia,1769
68,Asia,1423
68,Asia,1441
68,Asia,1406
68,Asia,1766
68,Asia,1787
68,Asia,916
68,Asia,908
68,Asia,859
68,Asia,1610
68,Asia,867
68,Asia,1922
68,Asia,847
68,Asia,876
68,Asia,1821
68,Asia,390
68,Asia,882
68,Asia,1550
68,Asia,837
68,Asia,1006
68,Asia,1576
68,Asia,1228
68,Asia,832
68,Asia,831
68,Asia,881
68,Asia,959
68,Asia,1221
68,Asia,1746
68,Asia,1185
68,Asia,824
68,Asia,839
68,Asia,852
68,Asia,848
68,Asia,850
68,Asia,880
68,Asia,867
68,Asia,957
68,Asia,890
68,Asia,376
68,Asia,882
68,Asia,842
68,Asia,930
68,Asia,1630
68,Asia,844
68,Asia,949
68,Asia,996
68,Asia,842
68,Asia,852
68,Asia,893
68,Asia,847
68,Asia,1333
68,Asia,874
68,Asia,307
68,Asia,843
68,Asia,267
68,Asia,288
68,Asia,824
68,Asia,907
68,Asia,745
68,Asia,883
68,Asia,859
68,Asia,268
68,Asia,928
68,Asia,884
68,Asia,312
68,Asia,823
68,Asia,826
68,Asia,296
68,Asia,863
68,Asia,430
68,Asia,281
68,Asia,327
68,Asia,824
68,Asia,834
68,Asia,257
68,Asia,820
68,Asia,267
68,Asia,886
68,Asia,276
68,Asia,324
68,Asia,839
68,Asia,831
68,Asia,818
68,Asia,844
68,Asia,878
68,Asia,864
68,Asia,832
68,Asia,319
68,Asia,981
68,Asia,914
68,Asia,432
68,Asia,282
68,Asia,863
68,Asia,260
68,Asia,478
68,Asia,286
68,Asia,853
68,Asia,843
68,Asia,339
68,Asia,860
68,Asia,833
68,Asia,828
68,Asia,921
68,Asia,913
68,Asia,915
68,Asia,281
68,Asia,244
68,Asia,260
68,Asia,271
68,Asia,283
68,Asia,314
68,Asia,941
68,Asia,932
68,Asia,874
68,Asia,318
68,Asia,258
68,Asia,245
68,Asia,900
68,Asia,832
68,Asia,265
68,Asia,943
68,Asia,825
68,Asia,911
68,Asia,822
68,Asia,873
68,Asia,275
68,Asia,920
68,Asia,861
68,Asia,837
68,Asia,857
68,Asia,273
68,Asia,871
68,Asia,922
68,Asia,839
68,Asia,285
68,Asia,264
68,Asia,327
68,Asia,884
68,Asia,292
68,Asia,304
68,Asia,888
68,Asia,901
68,Asia,886
68,Asia,859
68,Asia,312
68,Asia,933
68,Asia,279
68,Asia,450
68,Asia,455
68,Asia,853
68,Asia,247
68,Asia,871
68,Asia,927
68,Asia,929
68,Asia,883
68,Asia,456
68,Asia,274
68,Asia,874
68,Asia,885
68,Asia,828
68,Asia,860
68,Asia,919
68,Asia,877
68,Asia,428
68,Asia,250
68,Asia,284
69,Asia,2535
69,Asia,2637
69,Asia,1935
69,Asia,2342
69,Asia,2389
69,Asia,1861
69,Asia,868
69,Asia,1606
69,Asia,797
69,Asia,1510
69,Asia,928
69,Asia,754
69,Asia,440
69,Asia,531
69,Asia,496
69,Asia,516
69,Asia,539
69,Asia,591
69,Asia,501
69,Asia,509
69,Asia,798
69,Asia,880
69,Asia,584
69,Asia,523
69,Asia,537
69,Asia,448
69,Asia,493
69,Asia,447
69,Asia,411
69,Asia,436
69,Asia,457
69,Asia,320
69,Asia,473
69,Asia,395
69,Asia,451
69,Asia,488
69,Asia,303
69,Asia,325
69,Asia,493
69,Asia,308
69,Asia,430
69,Asia,310
69,Asia,522
69,Asia,473
69,Asia,491
69,Asia,375
69,Asia,338
69,Asia,303
69,Asia,296
69,Asia,491
69,Asia,294
69,Asia,300
69,Asia,319
69,Asia,311
69,Asia,366
69,Asia,312
69,Asia,333
69,Asia,302
69,Asia,296
69,Asia,318
69,Asia,327
69,Asia,287
69,Asia,273
69,Asia,317
69,Asia,451
69,Asia,312
69,Asia,303
69,Asia,306
69,Asia,299
69,Asia,308
69,Asia,295
69,Asia,301
69,Asia,322
69,Asia,319
69,Asia,259
69,Asia,300
69,Asia,311
69,Asia,307
69,Asia,410
69,Asia,283
69,Asia,295
69,Asia,301
69,Asia,280
69,Asia,328
69,Asia,317
69,Asia,340
69,Asia,267
69,Asia,310
69,Asia,334
69,Asia,299
69,Asia,303
69,Asia,358
70,Asia,3221
70,Asia,3156
70,Asia,2500
70,Asia,2508
70,Asia,3087
70,Asia,2916
70,Asia,2925
70,Asia,2359
70,Asia,2376
70,Asia,2115
70,Asia,2557
70,Asia,2449
70,Asia,2547
70,Asia,2523
70,Asia,2474
70,Asia,2672
70,Asia,2048
70,Asia,2750
70,Asia,1846
70,Asia,2494
70,Asia,2331
70,Asia,2691
70,Asia,2528
70,Asia,2223
70,Asia,2536
70,Asia,2545
70,Asia,2420
70,Asia,2525
70,Asia,1834
70,Asia,2451
70,Asia,2195
70,Asia,2485
70,Asia,1872
70,Asia,1830
70,Asia,1529
70,Asia,1593
70,Asia,1859
70,Asia,1850
70,Asia,1867
70,Asia,1840
70,Asia,1865
70,Asia,1938
70,Asia,1262
70,Asia,1819
70,Asia,2143
70,Asia,1825
70,Asia,1864
70,Asia,1869
70,Asia,1863
70,Asia,1877
70,Asia,1874
70,Asia,1531
70,Asia,1866
70,Asia,1885
70,Asia,1874
70,Asia,1967
70,Asia,1430
70,Asia,1871
70,Asia,1878
70,Asia,1791
70,Asia,1842
70,Asia,1593
70,Asia,1879
70,Asia,1898
70,Asia,1865
70,Asia,1881
70,Asia,1172
70,Asia,1889
70,Asia,1908
70,Asia,1874
70,Asia,1842
70,Asia,1892
70,Asia,1875
70,Asia,1853
70,Asia,1891
70,Asia,1881
70,Asia,1860
70,Asia,1881
70,Asia,1438
70,Asia,1875
70,Asia,1727
70,Asia,1812
70,Asia,1525
70,Asia,1851
70,Asia,2159
70,Asia,1898
70,Asia,1864
70,Asia,2058
70,Asia,1850
70,Asia,1904
70,Asia,1880
70,Asia,1857
70,Asia,1869
70,Asia,1908
70,Asia,1857
70,Asia,1875
70,Asia,1881
70,Asia,1872
70,Asia,1891
70,Asia,1859
70,Asia,2092
70,Asia,1868
70,Asia,1706
70,Asia,1880
70,Asia,1869
70,Asia,2047
70,Asia,1872
70,Asia,1893
70,Asia,1874
70,Asia,1865
70,Asia,1870
70,Asia,1891
70,Asia,1850
70,Asia,1154
70,Asia,1874
70,Asia,1863
70,Asia,1880
70,Asia,1866
70,Asia,1861
70,Asia,1714
70,Asia,1196
70,Asia,1906
70,Asia,1456
70,Asia,1887
70,Asia,1999
70,Asia,1890
70,Asia,1741
70,Asia,1644
70,Asia,1864
70,Asia,1907
70,Asia,1466
70,Asia,1909
70,Asia,1408
70,Asia,970
70,Asia,1942
70,Asia,1819
70,Asia,1162
70,Asia,1151
70,Asia,1104
70,Asia,1673
70,Asia,392
70,Asia,514
70,Asia,1336
70,Asia,999
70,Asia,1656
70,Asia,1177
70,Asia,371
70,Asia,963
70,Asia,427
70,Asia,1424
70,Asia,1707
70,Asia,372
70,Asia,863
70,Asia,1065
70,Asia,944
70,Asia,881
70,Asia,372
70,Asia,373
70,Asia,1082
70,Asia,383
70,Asia,838
70,Asia,367
70,Asia,623
70,Asia,400
70,Asia,1463
70,Asia,1190
70,Asia,991
70,Asia,997
70,Asia,1023
70,Asia,900
70,Asia,990
70,Asia,992
70,Asia,961
70,Asia,1007
70,Asia,885
70,Asia,1164
70,Asia,945
70,Asia,944
70,Asia,1020
70,Asia,963
70,Asia,993
70,Asia,368
70,Asia,400
70,Asia,787
70,Asia,372
70,Asia,685
70,Asia,442
70,Asia,973
70,Asia,371
70,Asia,305
70,Asia,1085
70,Asia,437
70,Asia,365
70,Asia,868
70,Asia,360
70,Asia,1117
70,Asia,265
70,Asia,371
70,Asia,920
70,Asia,301
70,Asia,440
70,Asia,1074
70,Asia,297
70,Asia,420
70,Asia,462
70,Asia,285
70,Asia,294
70,Asia,308
70,Asia,360
70,Asia,949
70,Asia,378
70,Asia,361
70,Asia,441
70,Asia,371
70,Asia,298
70,Asia,962
70,Asia,373
70,Asia,439
70,Asia,378
70,Asia,266
70,Asia,950
70,Asia,1011
70,Asia,370
70,Asia,280
70,Asia,286
70,Asia,443
70,Asia,365
70,Asia,446
70,Asia,443
70,Asia,361
70,Asia,283
70,Asia,470
70,Asia,464
70,Asia,449
70,Asia,259
70,Asia,284
70,Asia,289
70,Asia,420
70,Asia,435
70,Asia,303
70,Asia,283
70,Asia,273
70,Asia,297
70,Asia,447
70,Asia,448
70,Asia,465
70,Asia,439
70,Asia,446
70,Asia,468
70,Asia,439
70,Asia,469
70,Asia,479
70,Asia,279
70,Asia,473
70,Asia,256
70,Asia,261
70,Asia,290
71,Asia,3878
71,Asia,2535
71,Asia,2417
71,Asia,2480
71,Asia,2520
71,Asia,2502
71,Asia,2433
71,Asia,2458
71,Asia,2483
71,Asia,2429
71,Asia,2052
71,Asia,2481
71,Asia,2650
71,Asia,2495
71,Asia,2582
71,Asia,2520
71,Asia,2398
71,Asia,2366
71,Asia,2424
71,Asia,2479
71,Asia,2521
71,Asia,2469
71,Asia,2462
71,Asia,2447
71,Asia,2496
71,Asia,2454
71,Asia,2426
71,Asia,2477
71,Asia,2533
71,Asia,2529
71,Asia,3128
71,Asia,2442
71,Asia,2561
71,Asia,2513
71,Asia,2535
71,Asia,2606
71,Asia,2287
71,Asia,2472
71,Asia,2613
71,Asia,2478
71,Asia,2481
71,Asia,2461
71,Asia,2513
71,Asia,2554
71,Asia,2502
71,Asia,2522
71,Asia,2461
71,Asia,2350
71,Asia,2351
71,Asia,2505
71,Asia,2439
71,Asia,2598
71,Asia,2594
71,Asia,2469
71,Asia,2472
71,Asia,2406
71,Asia,2466
71,Asia,2433
71,Asia,2394
71,Asia,2503
71,Asia,2502
71,Asia,2414
71,Asia,2332
71,Asia,2461
71,Asia,2694
71,Asia,2475
71,Asia,2502
71,Asia,2411
71,Asia,2450
71,Asia,2455
71,Asia,2538
71,Asia,2465
71,Asia,2411
71,Asia,2483
71,Asia,2494
71,Asia,2591
71,Asia,2509
71,Asia,2455
71,Asia,2473
71,Asia,2553
71,Asia,2410
71,Asia,2561
71,Asia,2457
71,Asia,2487
71,Asia,2457
71,Asia,2472
71,Asia,2498
71,Asia,2474
71,Asia,2439
71,Asia,2450
71,Asia,2454
71,Asia,2487
71,Asia,2414
71,Asia,2484
71,Asia,2473
71,Asia,2461
71,Asia,2485
71,Asia,2500
71,Asia,2510
71,Asia,2458
71,Asia,2510
71,Asia,2572
71,Asia,2504
71,Asia,2431
71,Asia,2522
71,Asia,2421
71,Asia,2517
71,Asia,2422
71,Asia,2440
71,Asia,2454
71,Asia,2492
71,Asia,2499
71,Asia,2503
71,Asia,2624
71,Asia,2532
71,Asia,2618
71,Asia,2463
71,Asia,2447
71,Asia,2454
71,Asia,2425
71,Asia,2434
71,Asia,2439
71,Asia,2450
71,Asia,2533
71,Asia,2525
71,Asia,2476
71,Asia,2473
71,Asia,2538
71,Asia,2473
71,Asia,2533
71,Asia,2588
71,Asia,2423
71,Asia,2508
71,Asia,2566
71,Asia,2431
71,Asia,2424
71,Asia,2699
71,Asia,2373
71,Asia,2532
71,Asia,2452
71,Asia,2704
71,Asia,2338
71,Asia,2427
71,Asia,2407
71,Asia,2469
71,Asia,2529
71,Asia,2495
71,Asia,2438
71,Asia,2443
71,Asia,2478
71,Asia,2498
71,Asia,2456
71,Asia,2505
71,Asia,2525
71,Asia,2431
71,Asia,2479
71,Asia,2513
71,Asia,2497
71,Asia,2515
71,Asia,2498
71,Asia,2465
71,Asia,2450
71,Asia,2497
71,Asia,2450
71,Asia,2495
71,Asia,2544
71,Asia,2680
71,Asia,2428
71,Asia,2472
71,Asia,2410
71,Asia,2487
71,Asia,2526
71,Asia,2535
71,Asia,2408
71,Asia,2843
71,Asia,2466
71,Asia,2645
71,Asia,2431
71,Asia,2483
71,Asia,2485
71,Asia,2431
71,Asia,2488
71,Asia,2452
71,Asia,2430
71,Asia,2406
71,Asia,2421
71,Asia,2522
71,Asia,2437
71,Asia,2569
71,Asia,2420
71,Asia,2495
71,Asia,2516
71,Asia,2446
71,Asia,2514
71,Asia,2524
71,Asia,2395
71,Asia,2565
71,Asia,2485
71,Asia,2328
71,Asia,2451
71,Asia,2376
71,Asia,2416
71,Asia,2465
71,Asia,2474
71,Asia,2476
71,Asia,2462
71,Asia,2413
71,Asia,2482
71,Asia,2447
71,Asia,2493
71,Asia,2349
71,Asia,2449
71,Asia,2468
71,Asia,2565
71,Asia,2362
71,Asia,2404
71,Asia,2459
71,Asia,2600
71,Asia,2654
71,Asia,2354
71,Asia,2451
71,Asia,2448
71,Asia,2465
71,Asia,2506
71,Asia,2474
71,Asia,2475
71,Asia,2529
71,Asia,2394
71,Asia,2431
71,Asia,2438
71,Asia,2531
71,Asia,2467
71,Asia,2359
71,Asia,2370
71,Asia,2409
71,Asia,2415
71,Asia,2715
71,Asia,2410
71,Asia,2518
71,Asia,2424
71,Asia,2432
71,Asia,2603
71,Asia,2276
71,Asia,2398
71,Asia,2443
71,Asia,2451
71,Asia,2457
71,Asia,2457
71,Asia,2465
71,Asia,2483
71,Asia,2517
71,Asia,2412
71,Asia,2413
71,Asia,2508
71,Asia,2557
71,Asia,2410
71,Asia,2435
71,Asia,2465
71,Asia,2501
71,Asia,2460
71,Asia,2464
71,Asia,2471
71,Asia,2479
71,Asia,2600
71,Asia,2461
71,Asia,2472
71,Asia,2504
71,Asia,2528
71,Asia,2411
71,Asia,2451
71,Asia,2492
71,Asia,2398
71,Asia,2434
71,Asia,2533
71,Asia,2408
71,Asia,2467
71,Asia,2481
71,Asia,2490
71,Asia,2428
71,Asia,2484
71,Asia,2400
71,Asia,2429
71,Asia,2496
71,Asia,2533
71,Asia,2455
71,Asia,2470
71,Asia,2506
71,Asia,2541
71,Asia,2413
71,Asia,2495
71,Asia,2469
71,Asia,2487
71,Asia,2615
71,Asia,2431
71,Asia,2441
71,Asia,2442
71,Asia,2491
71,Asia,2530
71,Asia,2484
71,Asia,2532
71,Asia,2347
71,Asia,2398
71,Asia,2432
71,Asia,2471
71,Asia,2445
71,Asia,2517
71,Asia,2436
71,Asia,2437
71,Asia,2483
71,Asia,2492
71,Asia,2454
71,Asia,2459
71,Asia,2487
71,Asia,2376
71,Asia,2426
71,Asia,2440
71,Asia,2471
71,Asia,2476
71,Asia,2478
71,Asia,2377
71,Asia,2424
71,Asia,2408
71,Asia,2387
71,Asia,2561
71,Asia,2456
71,Asia,2680
71,Asia,2336
71,Asia,2452
71,Asia,2409
71,Asia,2422
71,Asia,2425
71,Asia,2504
71,Asia,2613
71,Asia,2505
71,Asia,2428
71,Asia,2480
71,Asia,2385
71,Asia,2472
71,Asia,2545
71,Asia,2495
71,Asia,2549
71,Asia,2287
71,Asia,2445
71,Asia,2354
71,Asia,2452
71,Asia,2480
71,Asia,2241
71,Asia,2477
71,Asia,2505
71,Asia,2524
71,Asia,2413
71,Asia,2217
71,Asia,2381
71,Asia,2420
71,Asia,2439
71,Asia,2454
71,Asia,2505
71,Asia,2396
71,Asia,2454
71,Asia,2485
71,Asia,2524
71,Asia,2304
71,Asia,2495
71,Asia,2340
71,Asia,2394
71,Asia,2486
71,Asia,2578
71,Asia,2423
71,Asia,2466
71,Asia,2540
71,Asia,2431
71,Asia,2477
71,Asia,2496
71,Asia,2445
71,Asia,2447
71,Asia,2461
71,Asia,2466
71,Asia,2480
71,Asia,2517
71,Asia,2289
71,Asia,2354
71,Asia,2475
71,Asia,2476
71,Asia,2481
71,Asia,2539
71,Asia,2482
71,Asia,2507
71,Asia,2461
71,Asia,2297
71,Asia,2473
71,Asia,2398
71,Asia,2469
71,Asia,2527
71,Asia,2432
71,Asia,2516
71,Asia,2301
71,Asia,2395
71,Asia,2620
71,Asia,2262
71,Asia,2509
71,Asia,2374
71,Asia,2376
71,Asia,2381
71,Asia,2453
71,Asia,2470
71,Asia,2315
71,Asia,2478
71,Asia,2428
71,Asia,2434
71,Asia,2506
71,Asia,2435
71,Asia,2571
71,Asia,2176
71,Asia,2321
71,Asia,2494
71,Asia,2509
71,Asia,2123
71,Asia,2180
71,Asia,2466
71,Asia,2472
71,Asia,2436
71,Asia,2363
71,Asia,2516
71,Asia,2347
71,Asia,2394
71,Asia,2384
71,Asia,2429
71,Asia,2463
71,Asia,2483
71,Asia,2416
71,Asia,2451
71,Asia,2464
71,Asia,2279
71,Asia,2459
71,Asia,2476
71,Asia,2431
71,Asia,2469
71,Asia,2487
71,Asia,2113
71,Asia,2305
71,Asia,2435
71,Asia,2509
71,Asia,2514
71,Asia,2376
71,Asia,2331
71,Asia,2347
71,Asia,2517
71,Asia,2461
71,Asia,2491
71,Asia,2158
71,Asia,2534
71,Asia,2218
71,Asia,2391
71,Asia,2469
71,Asia,2342
71,Asia,2394
71,Asia,2456
71,Asia,2511
71,Asia,2381
71,Asia,2430
71,Asia,2536
71,Asia,2326
71,Asia,2237
71,Asia,2345
71,Asia,2513
71,Asia,2537
71,Asia,2477
71,Asia,2461
71,Asia,2300
