Reference,Location,U-Pb (Ma)
10,S America,1379
10,Australia,1571
10,S America,1040
10,Africa,1041
10,Australia,1193
10,Australia,1241
10,Europe,1521
10,Australia,1550
10,S America,1318
10,Africa,1652
10,Australia,521
10,S America,1118
10,Australia,1655
10,S America,607
10,Australia,964
10,S America,1025
10,Australia,1029
10,S America,1308
10,Australia,1661
10,S America,1123
10,Europe,1455
10,Australia,1179
10,S America,1188
10,S America,1201
10,Australia,1220
10,S America,1509
10,Africa,1551
10,Africa,540
10,Australia,1180
10,Australia,1199
10,S America,1223
10,Australia,1376
10,Australia,1460
10,Europe,868
10,Australia,1044
10,Europe,1445
10,Australia,1545
10,S America,622
10,Europe,951
10,Europe,981
10,S America,1380
10,Australia,1454
10,Australia,602
10,Asia,935
10,S America,1055
10,S America,1362
10,Europe,1464
10,S America,1520
10,Australia,1664
10,Australia,746
10,S America,1030
10,Australia,1258
10,Europe,1644
10,Africa,540
10,Australia,1071
10,Australia,1151
10,Australia,1166
10,Australia,1249
10,S America,1401
10,Australia,481
10,S America,766
10,Asia,1635
10,Australia,1724
10,Australia,971
10,Europe,1059
10,Europe,1093
10,S America,1098
10,S America,1229
10,Australia,1680
10,Europe,1880
10,S America,1359
10,Australia,1375
10,Australia,1379
10,Australia,1521
10,Asia,759
10,Asia,946
10,S America,1131
10,Australia,1210
10,Australia,1225
10,S America,1286
10,Australia,1621
10,Africa,540
10,Australia,542
10,S America,1042
10,S America,1262
10,S America,1354
10,S America,1406
10,Australia,1637
10,S America,1007
10,Europe,1050
10,S America,1176
10,Australia,1198
10,Australia,1208
10,Australia,1546
10,S America,1012
10,S America,1019
10,Australia,1154
10,S America,1337
10,Europe,1380
10,Australia,1492
10,Europe,1890
10,Europe,1890
10,S America,1015
10,Australia,1098
10,S America,1363
10,S America,1371
10,Australia,804
10,Europe,874
10,Europe,962
10,S America,1401
10,Australia,1477
10,Australia,1720
10,S America,1324
10,Australia,1634
10,Australia,1149
10,Asia,423
10,Australia,531
10,S America,596
10,Australia,1177
10,Asia,1498
10,Europe,539
10,S America,1616
10,Europe,1638
10,S America,619
10,Australia,801
10,Australia,1142
10,S America,1293
10,S America,1361
10,S America,1362
10,Australia,732
10,Asia,954
10,S America,1116
10,S America,1137
10,Australia,1180
10,Australia,1549
10,Australia,525
10,Australia,1166
10,Australia,1198
10,Australia,1303
10,Africa,540
10,Australia,745
10,Europe,1125
10,Australia,1179
10,S America,1189
10,Australia,1281
10,Europe,1600
10,Australia,1674
10,Africa,582
10,Australia,1193
10,Australia,1218
10,Australia,1305
10,S America,1364
10,Australia,1504
10,Australia,1611
10,Europe,1650
10,Australia,814
10,Australia,1164
10,Australia,1261
10,Europe,1414
10,Africa,550
10,Asia,721
10,Australia,1480
10,Australia,818
10,Europe,944
10,S America,1007
10,Australia,1184
10,Australia,1201
10,Europe,1213
10,S America,1365
10,Australia,1573
10,Europe,921
10,Australia,1136
10,S America,1160
10,Australia,1173
10,Australia,1196
10,Australia,1543
10,Australia,1710
10,Europe,1595
10,Australia,1631
10,Australia,1169
10,S America,1251
10,Australia,1154
10,Australia,1171
10,Australia,1188
10,S America,1296
10,S America,1487
10,S America,626
10,Australia,1193
10,Australia,1641
10,Europe,785
10,Europe,827
10,Africa,987
10,Australia,1182
10,Australia,1238
10,Asia,1318
10,S America,1520
10,Australia,1556
10,Europe,912
10,Europe,954
10,S America,1034
10,Australia,1096
10,Europe,1405
10,Asia,772
10,S America,959
10,Australia,1177
10,Australia,1217
10,Europe,1487
10,Australia,1643
10,Europe,1940
10,Australia,658
10,Australia,1204
10,S America,1476
10,Australia,1689
10,Australia,1714
10,Australia,1209
10,Asia,1627
10,Asia,1737
10,Europe,1139
10,Australia,1183
10,S America,1493
10,Australia,884
10,S America,1064
10,S America,1143
10,Australia,1144
10,Australia,1180
10,Europe,1222
10,S America,1334
10,Asia,1411
10,Australia,1535
10,Australia,1571
10,Australia,1184
10,Europe,1377
10,Australia,1809
10,Europe,926
10,Australia,1162
10,Australia,1283
10,S America,1415
10,Australia,1608
10,S America,583
10,Australia,1126
10,Europe,1140
10,S America,1373
10,Australia,1656
10,Europe,587
10,Europe,1064
10,S America,1396
10,S America,1048
10,Australia,1127
10,Australia,1162
10,S America,1333
10,Australia,1544
10,Australia,1646
10,Australia,1660
10,Australia,589
10,Australia,1197
10,S America,1207
10,Europe,1520
10,S America,728
10,Europe,861
10,Asia,1111
10,Australia,1141
10,Australia,1152
10,Australia,1208
10,S America,1156
10,Australia,1202
10,Australia,1468
10,Asia,963
10,Australia,1061
10,S America,1095
10,Australia,1154
10,Australia,1184
10,S America,1193
10,S America,1387
10,Europe,778
10,S America,1016
10,Australia,1156
10,Europe,1172
10,Europe,1229
10,Asia,1530
10,Australia,514
10,S America,912
10,Europe,954
10,Australia,1148
10,Australia,1150
10,Australia,1178
10,S America,1196
10,S America,638
10,Australia,836
10,Asia,917
10,Europe,1015
10,Australia,1101
10,S America,1443
10,Australia,1600
10,Australia,1636
10,Europe,1890
10,Europe,1890
10,Australia,542
10,S America,620
10,Australia,1135
10,S America,1369
10,Australia,1129
10,Australia,1177
10,Australia,1180
10,Asia,1624
10,S America,993
10,Australia,1143
10,Australia,1192
10,S America,1423
10,S America,1626
10,Europe,1880
10,Australia,371
10,Australia,1553
10,Australia,561
10,Asia,751
10,Asia,906
10,Europe,944
10,S America,1169
10,Australia,1210
10,Australia,1143
10,Australia,1174
10,Australia,1198
10,Asia,1331
10,Australia,1073
10,S America,1257
10,Australia,1682
10,S America,539
10,Europe,965
10,S America,1128
10,Australia,1174
10,Asia,1734
10,S America,1070
10,Australia,1188
10,S America,1240
10,S America,1382
10,Europe,1643
10,Asia,416
10,Africa,602
10,S America,650
10,Australia,1523
10,Australia,575
10,S America,1031
10,Europe,1134
10,Europe,1193
10,Australia,1257
10,S America,917
10,Europe,1101
10,Australia,1161
10,Australia,1177
10,Europe,1192
10,S America,508
10,S America,1036
10,Australia,1076
10,Australia,1163
10,Australia,1166
10,Australia,1586
10,Australia,578
10,Asia,784
10,Asia,917
10,Australia,1205
10,Australia,1459
10,S America,1461
10,S America,596
10,S America,760
10,Europe,976
10,Australia,1029
10,S America,1181
10,Australia,1199
10,Australia,1261
10,Australia,1648
10,S America,999
10,S America,1025
10,Europe,1168
10,Australia,1126
10,Australia,1170
10,Australia,1667
10,Europe,785
10,S America,948
10,Europe,959
10,Europe,1130
10,Europe,1204
10,S America,1419
10,S America,804
10,Australia,870
10,Australia,944
10,Europe,989
10,S America,1196
10,Europe,975
10,S America,1004
10,Australia,1147
10,Australia,1694
10,Asia,753
10,S America,1121
10,Australia,1127
10,S America,1355
10,Australia,1665
10,S America,643
10,Asia,799
10,Australia,950
10,S America,966
10,S America,1046
10,S America,1171
10,S America,1344
10,Europe,930
10,Australia,948
10,Australia,961
10,Europe,1038
10,S America,1078
10,Australia,1177
10,Australia,1471
10,Asia,924
10,Europe,971
10,S America,981
10,Australia,1119
10,Australia,1129
10,Australia,1226
10,Africa,593
10,Australia,818
10,S America,942
10,Europe,1020
10,Australia,1156
10,S America,950
10,Australia,1150
10,Australia,1169
10,Australia,1184
10,Europe,1194
10,S America,1230
10,S America,1239
10,Europe,1261
10,Australia,1293
10,Europe,1143
10,S America,1171
10,Australia,1198
10,Australia,1200
10,Australia,1475
10,Australia,1670
10,S America,761
10,Australia,1076
10,Australia,1153
10,Australia,1176
10,Australia,1179
10,Australia,1187
10,Australia,1342
10,Asia,1348
10,S America,1408
10,Australia,1668
10,Australia,794
10,Africa,817
10,Australia,1208
10,Australia,1219
10,S America,1312
10,Australia,1107
10,Australia,1192
10,Australia,1196
10,S America,988
10,Australia,1112
10,Australia,1156
10,S America,1211
10,S America,1254
10,S America,1364
10,S America,1440
10,Australia,1475
10,Australia,1682
10,Europe,585
10,Australia,865
10,Australia,1255
10,S America,1382
10,S America,1456
10,S America,626
10,Europe,1038
10,Europe,1076
10,Australia,1228
10,S America,1393
10,Australia,628
10,S America,869
10,Europe,1082
10,Europe,1132
10,Australia,1167
10,Australia,1195
10,S America,1327
10,Australia,1117
10,S America,1417
10,Australia,1484
10,Australia,1104
10,Australia,1164
10,Australia,1230
10,Australia,1851
10,Africa,587
10,S America,766
10,Australia,1143
10,S America,1162
10,Australia,1169
10,S America,1319
10,S America,1019
10,Australia,1135
10,Australia,1139
10,Australia,1146
10,Australia,1168
10,Australia,1190
10,S America,1204
10,Australia,1496
10,Australia,1572
10,Europe,926
10,Europe,964
10,Australia,1040
10,Africa,706
10,S America,758
10,Asia,773
10,Asia,1076
10,Australia,1145
10,Australia,1155
10,S America,1163
10,Australia,1164
10,Australia,1196
10,S America,1205
10,Australia,1215
10,S America,1396
10,Australia,1632
10,Australia,1714
10,Australia,809
10,S America,941
10,Australia,1188
10,Australia,1196
10,S America,1221
10,S America,7
10,Europe,148
10,Asia,881
10,S America,988
10,Australia,1092
10,Australia,1128
10,Australia,1172
10,S America,1427
10,S America,997
10,S America,1042
10,Australia,1185
10,Australia,1206
10,S America,1367
10,S America,1429
10,Asia,728
10,Australia,1166
10,S America,1263
10,Europe,633
10,Europe,766
10,S America,1016
10,Australia,1194
10,S America,1209
10,S America,1417
10,Asia,738
10,S America,935
10,Australia,992
10,S America,1074
10,Australia,1662
10,Asia,749
10,Asia,943
10,Australia,984
10,Australia,1089
10,Australia,1263
10,S America,1448
10,Australia,1466
10,Australia,1653
10,Asia,909
10,Australia,1186
10,Australia,532
10,S America,548
10,S America,619
10,S America,991
10,Australia,1191
10,Australia,1214
10,S America,1040
10,S America,1135
10,S America,1151
10,Australia,1181
10,S America,1225
10,S America,1288
10,Asia,904
10,Australia,924
10,Europe,960
10,Australia,1172
10,Australia,1174
10,S America,1446
10,Australia,536
10,Australia,542
10,S America,567
10,Australia,815
10,Europe,833
10,Europe,840
10,S America,1139
10,Australia,1146
10,S America,1163
10,S America,1201
10,Australia,1214
10,Australia,1269
10,S America,1276
10,Australia,656
10,Asia,903
10,Australia,1069
10,Australia,1081
10,Australia,1147
10,S America,1410
10,Asia,747
10,S America,1210
10,S America,1339
10,Australia,1662
10,Asia,285
10,Europe,930
10,S America,1044
10,Europe,1091
10,Australia,1145
10,Australia,1173
10,Australia,1176
10,S America,1234
10,Australia,1678
10,Asia,265
10,Europe,722
10,Europe,909
10,S America,1055
10,Australia,1097
10,Australia,1204
10,Europe,1294
10,Europe,1398
10,Europe,1543
10,S America,8
10,S America,1073
10,S America,1174
10,Australia,1191
10,N America,1455
10,S America,561
10,Europe,930
10,Europe,942
10,Europe,988
10,Australia,1160
10,Australia,1161
10,Australia,1184
10,Australia,1190
10,S America,1199
10,Australia,1207
10,Australia,549
10,Asia,753
10,Australia,975
10,Europe,1100
10,S America,1139
10,Australia,1145
10,Australia,1159
10,Australia,1186
10,Australia,1728
10,S America,673
10,Asia,1104
10,Australia,1112
10,Australia,1153
10,Australia,1255
10,Australia,1575
10,Europe,966
10,S America,1016
10,Australia,1131
10,S America,1154
10,S America,1180
10,Australia,1185
10,Australia,1220
10,S America,1236
10,S America,1269
10,S America,1334
10,S America,1372
10,Europe,1143
10,S America,1171
10,Australia,1184
10,S America,1247
10,Australia,1083
10,S America,1185
10,S America,1236
10,Australia,870
10,Australia,1082
10,S America,1123
10,Australia,1206
10,S America,1236
10,S America,1428
10,Asia,704
10,Australia,937
10,S America,1022
10,S America,1081
10,S America,1096
10,Australia,1123
10,Australia,1178
10,S America,1186
10,N America,1277
10,Australia,1307
10,S America,221
10,Africa,585
10,Australia,1181
10,S America,1229
10,S America,1326
10,Asia,281
10,Asia,413
10,S America,964
10,S America,1031
10,Europe,1082
10,S America,1180
10,Australia,1195
10,Australia,1207
10,S America,1218
10,Australia,1252
10,Europe,1800
10,Europe,1800
10,S America,1122
10,N America,1128
10,Australia,1184
10,S America,1470
10,S America,531
10,Australia,721
10,Australia,733
10,Asia,894
10,S America,1187
10,Australia,1178
10,Australia,1201
10,S America,1350
10,S America,1388
10,N America,1458
10,Asia,938
10,S America,1008
10,Australia,1177
10,Australia,1184
10,Europe,1196
10,N America,1447
10,S America,1018
10,S America,1160
10,Australia,1241
10,S America,1406
10,Australia,1425
10,Asia,434
10,Asia,507
10,Europe,979
10,Europe,1050
10,S America,1131
10,S America,1143
10,S America,1156
10,S America,1177
10,Australia,1205
10,S America,1226
10,S America,227
10,Australia,1152
10,S America,1163
10,Australia,1176
10,S America,864
10,Europe,1086
10,Europe,1167
10,Australia,1167
10,Australia,1173
10,Australia,1187
10,Europe,1623
10,Africa,608
10,Australia,887
10,Asia,926
10,Australia,1107
10,Australia,1180
10,S America,1329
10,S America,624
10,S America,645
10,Australia,656
10,Australia,993
10,S America,1129
10,S America,1170
10,Australia,1206
10,S America,1211
10,Australia,1227
10,Europe,1250
10,S America,1191
10,S America,1221
10,S America,1252
10,S America,603
10,Australia,819
10,S America,857
10,S America,968
10,S America,986
10,S America,996
10,Europe,1083
10,Australia,1176
10,Europe,1328
10,N America,1359
10,Asia,444
10,Australia,563
10,S America,580
10,S America,1111
10,Australia,1193
10,Australia,1208
10,S America,813
10,S America,834
10,Africa,847
10,Europe,1157
10,Australia,1168
10,Asia,1309
10,N America,1400
10,Australia,546
10,Australia,747
10,Australia,1054
10,N America,1306
10,N America,1479
10,S America,225
10,Europe,888
10,Europe,985
10,Australia,1107
10,Australia,1146
10,S America,1193
10,S America,1194
10,Australia,665
10,Australia,724
10,Australia,1096
10,Australia,1097
10,Australia,1154
10,Australia,1164
10,S America,1186
10,S America,1191
10,N America,1199
10,Australia,892
10,S America,939
10,S America,1088
10,N America,1357
10,Australia,1402
10,N America,1405
10,Australia,589
10,S America,909
10,Australia,986
10,S America,1258
10,S America,1430
10,Asia,279
10,Europe,592
10,Europe,1112
10,Australia,1153
10,S America,1187
10,S America,1250
10,S America,1308
10,Australia,1070
10,Australia,1073
10,S America,1357
10,N America,1448
10,N America,1449
10,Australia,595
10,Asia,754
10,Europe,970
10,Europe,1064
10,S America,1188
10,N America,1241
10,Europe,1312
10,S America,681
10,Asia,866
10,Asia,399
10,Asia,402
10,S America,588
10,Asia,953
10,Australia,1205
10,Australia,554
10,S America,912
10,S America,996
10,Europe,1054
10,S America,1070
10,Europe,537
10,Australia,684
10,S America,1107
10,Australia,1218
10,S America,1232
10,N America,1438
10,S America,989
10,S America,1011
10,Australia,1154
10,Australia,1167
10,Australia,1181
10,N America,1416
10,S America,1023
10,N America,1088
10,S America,1139
10,S America,1218
10,Australia,1663
10,Asia,497
10,Asia,956
10,N America,1453
10,S America,983
10,S America,1218
10,Asia,438
10,Australia,1245
10,N America,1365
10,S America,611
10,S America,636
10,Europe,686
10,Europe,1027
10,Australia,1071
10,Europe,1105
10,S America,1143
10,Australia,1157
10,S America,1195
10,Asia,142
10,S America,740
10,S America,941
10,S America,1033
10,Europe,1097
10,Europe,1140
10,S America,1225
10,S America,1302
10,N America,1381
10,Australia,448
10,S America,709
10,Asia,880
10,S America,1060
10,S America,1210
10,Australia,1219
10,N America,1307
10,Australia,1645
10,Australia,905
10,Asia,957
10,S America,997
10,Australia,1067
10,Europe,1076
10,S America,1109
10,Europe,1196
10,Africa,597
10,Australia,1020
10,S America,591
10,Europe,984
10,S America,984
10,S America,1019
10,Australia,1178
10,Australia,1199
10,Australia,1205
10,N America,1375
10,Australia,969
10,Europe,1045
10,S America,1083
10,S America,1167
10,S America,1215
10,S America,1366
10,N America,1459
10,S America,631
10,Australia,875
10,Australia,938
10,Europe,1057
10,S America,1062
10,S America,1087
10,S America,955
10,S America,1180
10,S America,1338
10,N America,1348
10,N America,1448
10,S America,895
10,Australia,1173
10,S America,1272
10,S America,1346
10,Asia,963
10,Australia,1016
10,S America,1176
10,S America,1195
10,N America,1446
10,S America,985
10,S America,989
10,S America,1041
10,S America,1204
10,S America,673
10,Africa,754
10,Europe,985
10,S America,1018
10,Europe,1066
10,Australia,1173
10,S America,566
10,Australia,592
10,Africa,623
10,Asia,915
10,S America,1237
10,Asia,1275
10,N America,1345
10,N America,1424
10,S America,642
10,Asia,924
10,S America,991
10,Australia,1067
10,Australia,1124
10,Europe,1126
10,Australia,1159
10,S America,1163
10,S America,1165
10,S America,1252
10,Asia,1512
10,S America,1008
10,Australia,1081
10,Australia,1153
10,S America,1248
10,Australia,505
10,N America,1328
10,S America,1438
10,Asia,187
10,S America,1069
10,S America,1074
10,Australia,1114
10,Europe,1136
10,Asia,826
10,Asia,937
10,Europe,954
10,S America,957
10,S America,1025
10,S America,1197
10,Asia,1272
10,N America,1448
10,Asia,864
10,S America,938
10,Europe,957
10,Australia,1303
10,S America,802
10,Asia,845
10,Asia,970
10,Asia,1126
10,S America,1242
10,N America,1342
10,Asia,300
10,S America,725
10,Asia,893
10,S America,1059
10,N America,1350
10,N America,1457
10,Australia,531
10,Australia,928
10,S America,984
10,Australia,1045
10,S America,1090
10,S America,1175
10,Australia,1194
10,S America,1218
10,S America,562
10,Asia,970
10,S America,1024
10,S America,1177
10,N America,1350
10,Australia,1360
10,S America,987
10,Australia,994
10,N America,1121
10,Australia,581
10,N America,940
10,S America,1038
10,Australia,1134
10,S America,923
10,S America,1001
10,S America,1409
10,S America,656
10,S America,703
10,S America,955
10,S America,1024
10,S America,1031
10,S America,1095
10,Australia,1185
10,S America,1215
10,N America,1440
10,Asia,401
10,S America,978
10,S America,1013
10,Europe,1066
10,S America,1170
10,Asia,438
10,S America,1128
10,S America,1160
10,Asia,415
10,S America,554
10,S America,978
10,S America,986
10,S America,1050
10,S America,1054
10,Europe,1094
10,N America,1361
10,S America,570
10,Australia,581
10,Australia,1056
10,S America,1251
10,Asia,440
10,Australia,967
10,S America,1041
10,Australia,421
10,Australia,1202
10,N America,1372
10,Australia,430
10,Australia,528
10,Asia,636
10,Asia,810
10,Australia,1057
10,Australia,740
10,Australia,974
10,Australia,974
10,Europe,1129
10,Europe,898
10,Europe,1194
10,Australia,428
10,Europe,1096
10,Asia,958
10,S America,1012
10,Australia,422
10,Australia,587
10,S America,988
10,Asia,989
10,S America,1174
10,N America,1395
10,N America,1453
10,Asia,641
10,S America,973
10,S America,1007
10,Europe,1132
10,Australia,1168
10,S America,1270
10,N America,1004
10,Asia,286
10,Europe,538
10,S America,552
10,Africa,603
10,S America,993
10,S America,1015
10,Australia,1157
10,S America,1236
10,N America,1397
10,Europe,515
10,S America,547
10,Asia,1102
10,S America,1254
10,Asia,413
10,S America,578
10,N America,836
10,Asia,967
10,S America,976
10,S America,1004
10,S America,1080
10,S America,1321
10,S America,579
10,Asia,673
10,Australia,691
10,S America,924
10,Australia,982
10,Europe,1062
10,S America,1170
10,Australia,515
10,Australia,988
10,S America,1032
10,N America,1348
10,N America,1358
10,Australia,614
10,Africa,746
10,S America,966
10,Australia,1023
10,S America,1076
10,S America,1237
10,S America,521
10,S America,607
10,Asia,854
10,S America,1026
10,S America,1029
10,S America,1040
10,Europe,1049
10,Europe,1078
10,N America,1303
10,Australia,433
10,S America,1014
10,S America,1156
10,Australia,1158
10,S America,1183
10,N America,1437
10,Australia,424
10,S America,561
10,Africa,607
10,S America,1063
10,S America,1186
10,Australia,415
10,Asia,447
10,S America,585
10,S America,1023
10,S America,1056
10,S America,1062
10,S America,1208
10,N America,1338
10,Asia,433
10,Asia,621
10,Asia,918
10,S America,943
10,S America,1006
10,Europe,1046
10,S America,1060
10,S America,1262
10,N America,1460
10,Asia,279
10,S America,878
10,S America,1007
10,Australia,1078
10,Asia,291
10,Asia,416
10,S America,571
10,S America,1098
10,S America,981
10,S America,1206
10,Asia,847
10,S America,934
10,Asia,987
10,S America,1025
10,S America,1050
10,S America,669
10,N America,1353
10,N America,1366
10,N America,1406
10,Australia,494
10,Australia,962
10,Australia,1003
10,S America,1035
10,S America,1051
10,S America,1058
10,N America,1460
10,Asia,421
10,S America,592
10,Africa,621
10,S America,923
10,S America,968
10,S America,1033
10,Europe,1113
10,N America,1431
10,N America,1326
10,N America,1359
10,Asia,276
10,Asia,302
10,Asia,459
10,Asia,349
10,Asia,426
10,Asia,449
10,Asia,735
10,S America,986
10,S America,1033
10,S America,1047
10,Australia,1156
10,Europe,535
10,Australia,778
10,Europe,804
10,Australia,870
10,S America,1029
10,N America,1148
10,S America,1001
10,Australia,1006
10,Europe,1050
10,Australia,1051
10,Australia,1212
10,S America,944
10,N America,1092
10,S America,1124
10,Asia,280
10,Australia,501
10,Australia,885
10,Europe,954
10,S America,1041
10,S America,1130
10,N America,1352
10,N America,1392
10,Asia,513
10,Australia,549
10,S America,990
10,S America,1045
10,Australia,1172
10,Australia,526
10,S America,618
10,S America,831
10,S America,1023
10,S America,1157
10,Australia,1242
10,S America,1031
10,S America,1037
10,N America,1353
10,Asia,276
10,S America,646
10,S America,967
10,S America,1095
10,Europe,1154
10,Australia,576
10,Africa,593
10,N America,1319
10,Australia,911
10,S America,1204
10,S America,1233
10,Australia,879
10,S America,1023
10,Asia,498
10,N America,964
10,Australia,1139
10,Australia,497
10,Australia,630
10,N America,1019
10,S America,1032
10,S America,1063
10,Asia,245
10,Asia,433
10,S America,942
10,S America,1264
10,Australia,410
10,Europe,869
10,S America,988
10,Asia,444
10,S America,948
10,Australia,1152
10,Australia,437
10,S America,571
10,S America,983
10,Australia,1028
10,S America,1088
10,N America,1394
10,S America,878
10,S America,1074
10,S America,1087
10,Asia,470
10,S America,546
10,S America,723
10,Asia,1037
10,S America,1055
10,N America,1374
10,S America,481
10,Australia,563
10,Europe,1043
10,Asia,267
10,Europe,935
10,Europe,1035
10,Australia,1168
10,Australia,367
10,Australia,586
10,Africa,608
10,Australia,1133
10,Australia,441
10,Africa,539
10,S America,595
10,S America,643
10,S America,749
10,S America,1053
10,S America,1135
10,N America,1325
10,Africa,501
10,Asia,632
10,S America,923
10,S America,1052
10,Asia,929
10,S America,633
10,S America,1085
10,Europe,1167
10,Australia,534
10,Australia,539
10,Australia,550
10,Australia,1078
10,S America,1204
10,S America,1206
10,Asia,409
10,Australia,527
10,S America,944
10,S America,571
10,Australia,869
10,S America,1015
10,N America,1362
10,Asia,312
10,Australia,992
10,Europe,1385
10,Australia,446
10,S America,474
10,S America,1054
10,S America,1379
10,Asia,233
10,Australia,570
10,Australia,602
10,S America,648
10,S America,987
10,S America,1014
10,Africa,596
10,Europe,791
10,S America,1052
10,N America,1353
10,Africa,589
10,S America,977
10,S America,1050
10,S America,723
10,Asia,944
10,S America,1003
10,Europe,1061
10,S America,946
10,S America,985
10,S America,962
10,S America,985
10,S America,1034
10,Europe,1136
10,S America,1145
10,Australia,491
10,Europe,893
10,Australia,1078
10,Asia,307
10,Australia,950
10,S America,527
10,Europe,916
10,S America,1024
10,S America,1025
10,Australia,1106
10,S America,1209
10,Australia,446
10,Africa,579
10,Australia,1108
10,Europe,1141
10,Europe,922
10,S America,1038
10,Asia,417
10,Australia,572
10,S America,1046
10,S America,1088
10,S America,1089
10,N America,1289
10,S America,555
10,Australia,698
10,Asia,773
10,S America,1190
10,Asia,478
10,Australia,724
10,Europe,907
10,S America,1042
10,S America,999
10,S America,1045
10,Asia,256
10,Asia,479
10,Asia,489
10,Australia,541
10,Africa,601
10,S America,1077
10,S America,1138
10,N America,1367
10,Europe,622
10,S America,905
10,S America,921
10,S America,1022
10,Asia,269
10,Africa,623
10,Australia,700
10,S America,567
10,S America,734
10,S America,1036
10,N America,1362
10,Asia,153
10,Asia,235
10,Asia,436
10,S America,533
10,S America,553
10,S America,1265
10,S America,628
10,Australia,483
10,Asia,764
10,Asia,436
10,S America,571
10,Asia,777
10,Australia,580
10,Australia,695
10,S America,972
10,S America,975
10,S America,1024
10,Australia,409
10,Asia,441
10,Africa,584
10,Australia,679
10,Australia,947
10,S America,952
10,Africa,1070
10,S America,1223
10,Australia,1227
10,Asia,442
10,Asia,771
10,Asia,801
10,Australia,1036
10,Asia,306
10,Africa,609
10,S America,853
10,Asia,918
10,S America,1050
10,N America,1304
10,Asia,469
10,Australia,537
10,Australia,541
10,Asia,278
10,S America,1009
10,S America,1042
10,S America,1058
10,S America,1127
10,Asia,424
10,Asia,448
10,S America,456
10,Asia,484
10,S America,556
10,S America,993
10,S America,1083
10,S America,182
10,Asia,236
10,Asia,309
10,S America,1029
10,Australia,1228
10,Asia,176
10,Asia,299
10,S America,592
10,S America,1267
10,N America,1379
10,Australia,510
10,Africa,551
10,S America,625
10,Australia,676
10,Asia,419
10,S America,707
10,S America,999
10,S America,1029
10,S America,1088
10,S America,225
10,Australia,429
10,Australia,669
10,Australia,675
10,Asia,821
10,Australia,1087
10,S America,1107
10,Asia,571
10,Asia,419
10,Asia,436
10,Asia,661
10,Asia,290
10,Asia,454
10,Asia,497
10,S America,966
10,Asia,237
10,Asia,238
10,Asia,425
10,S America,442
10,Asia,489
10,Africa,590
10,Europe,614
10,Europe,720
10,Australia,1092
10,Australia,1190
10,Australia,624
10,Asia,983
10,S America,1068
10,Asia,474
10,S America,485
10,S America,671
10,S America,631
10,S America,1057
10,Asia,236
10,Asia,480
10,Europe,564
10,Africa,604
10,S America,1010
10,Asia,478
10,S America,638
10,S America,1046
10,Asia,182
10,Australia,428
10,Asia,841
10,Australia,1023
10,Asia,420
10,S America,566
10,S America,640
10,Asia,240
10,Australia,578
10,Australia,605
10,Africa,624
10,Europe,684
10,Asia,407
10,Asia,440
10,Asia,444
10,Asia,449
10,S America,522
10,Australia,756
10,Australia,981
10,N America,1364
10,Asia,414
10,Africa,606
10,Asia,719
10,S America,536
10,Australia,865
10,Asia,229
10,Asia,243
10,Asia,435
10,Australia,438
10,Asia,752
10,Asia,509
10,S America,614
10,Asia,203
10,Asia,427
10,Australia,544
10,Australia,552
10,Australia,845
10,Australia,1211
10,Asia,294
10,S America,468
10,Europe,592
10,Australia,421
10,Australia,615
10,Europe,806
10,Australia,353
10,Africa,618
10,S America,824
10,Asia,868
10,Africa,596
10,Africa,607
10,Africa,614
10,Africa,623
10,Australia,431
10,Australia,610
10,S America,1089
10,Asia,215
10,Asia,464
10,Asia,537
10,Asia,192
10,Europe,515
10,Australia,570
10,Australia,679
10,S America,938
10,Asia,228
10,Australia,687
10,Asia,82
10,Asia,360
10,Australia,606
10,Australia,819
10,S America,932
10,N America,1364
10,Asia,285
10,Australia,1066
10,S America,195
10,Asia,227
10,Australia,404
10,Asia,513
10,Asia,399
10,Australia,427
10,Australia,588
10,S America,859
10,Asia,232
10,Asia,443
10,Asia,454
10,Asia,457
10,S America,996
10,Asia,280
10,Asia,444
10,Asia,548
10,Asia,622
10,Asia,407
10,S America,560
10,S America,611
10,S America,889
10,Australia,686
10,Australia,417
10,Asia,448
10,Australia,506
10,Asia,461
10,Asia,467
10,Australia,966
10,Asia,228
10,Australia,527
10,S America,565
10,Australia,679
10,Australia,776
10,S America,1032
10,Asia,294
10,S America,605
10,S America,926
10,Asia,493
10,Australia,625
10,Asia,227
10,Asia,478
10,S America,622
10,S America,635
10,Australia,966
10,S America,1179
10,Asia,74
10,Asia,230
10,Australia,561
10,Australia,569
10,Asia,429
10,S America,526
10,Asia,468
10,Australia,541
10,S America,545
10,Africa,613
10,Australia,695
10,S America,927
10,Asia,72
10,Asia,197
10,S America,591
10,S America,431
10,Africa,609
10,Australia,683
10,S America,1014
10,S America,1033
10,Asia,58
10,Europe,369
10,S America,530
10,Australia,582
10,Africa,1105
10,S America,541
10,S America,733
10,Asia,247
10,Asia,310
10,Asia,359
10,S America,534
10,S America,623
10,Asia,241
10,Africa,609
10,Asia,626
10,Asia,248
10,S America,1100
10,Asia,266
10,Asia,332
10,Australia,371
10,Asia,243
10,Europe,340
10,Australia,406
10,Asia,507
10,S America,580
10,Africa,620
10,S America,765
10,Asia,236
10,Australia,569
10,Australia,642
10,Africa,593
10,Africa,599
10,Asia,246
10,Asia,78
10,Asia,234
10,S America,618
